user_id;rating;timestamp;age;gender;occupation;zip_code;movie_id;movie_title;release_date;IMDb_URL;movie_type;
22;4;07-11-97 07:16;40;F;programmer;1940;393;Mrs. Doubtfire (1993);01-janv-93;http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993);Comedy;
23;4;20-09-97 20:29;60;F;student;2125;381;Muriel's Wedding (1994);01-janv-94;http://us.imdb.com/M/title-exact?Muriel's%20Wedding%20(1994);Comedy-Romance;
24;5;27-09-97 01:31;30;F;writer;1970;655;Stand by Me (1986);01-janv-86;http://us.imdb.com/M/title-exact?Stand%20by%20Me%20(1986);Adventure-Comedy-Drama;
25;4;26-01-98 22:04;70;F;executive;2113;655;Stand by Me (1986);01-janv-86;http://us.imdb.com/M/title-exact?Stand%20by%20Me%20(1986);Adventure-Comedy-Drama;
26;3;31-03-98 19:10;10;F;executive;2136;111;Truth About Cats & Dogs(The(1996));26-Apr-1996;http://us.imdb.com/M/title-exact?Truth%20About%20Cats%20&%20Dogs%20The%20(1996);Comedy-Romance;
27;3;02-04-98 18:56;20;M;other;1960;286;English Patient The (1996);15-nov-96;http://us.imdb.com/M/title-exact?English%20Patient%20The%20(1996);Drama-Romance-War;
28;3;12-12-97 19:30;50;F;programmer;1701;286;English Patient The (1996);15-nov-96;http://us.imdb.com/M/title-exact?English%20Patient%20The%20(1996);Drama-Romance-War;
29;4;22-12-97 19:58;50;M;sciencist;2125;306;Mrs. Brown(Her Majesty Mrs. Brown)(1997);01-janv-97;http://us.imdb.com/M/title-exact?Her+Majesty%2C+Mrs%2E+Brown+(1997);Drama-Romance;
30;5;27-01-98 22:45;70;M;engineer;1960;242;Kolya (1996);24-janv-97;http://us.imdb.com/M/title-exact?Kolya%20(1996);Comedy;
31;3;08-12-97 02:23;30;F;sciencist;1754;306;Mrs. Brown(Her Majesty Mrs. Brown)(1997);01-janv-97;http://us.imdb.com/M/title-exact?Her+Majesty%2C+Mrs%2E+Brown+(1997);Drama-Romance;
32;3;02-01-98 05:13;50;M;programmer;2140;111;Truth About Cats & Dogs(The(1996));26-Apr-1996;http://us.imdb.com/M/title-exact?Truth%20About%20Cats%20&%20Dogs%20The%20(1996);Comedy-Romance;
33;4;07-04-98 15:50;30;F;educator;1720;333;Game The (1997);01-janv-97;http://us.imdb.com/M/title-exact?Game%2C+The+(1997);Mystery-Thriller;
34;5;27-02-98 17:47;30;M;librarian;1913;242;Kolya (1996);24-janv-97;http://us.imdb.com/M/title-exact?Kolya%20(1996);Comedy;
35;2;28-09-97 15:06;40;M;programmer;2136;242;Kolya (1996);24-janv-97;http://us.imdb.com/M/title-exact?Kolya%20(1996);Comedy;
36;3;15-12-97 03:40;50;M;student;1810;269;Full Monty The (1997);01-janv-97;http://us.imdb.com/M/title-exact?Full+Monty%2C+The+(1997);Comedy;
37;4;30-11-97 18:53;10;M;administrator;1915;566;Clear and Present Danger (1994);01-janv-94;http://us.imdb.com/M/title-exact?Clear%20and%20Present%20Danger%20(1994);Action-Adventure-Thriller;
38;5;13-04-98 01:18;70;M;educator;1720;393;Mrs. Doubtfire (1993);01-janv-93;http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993);Comedy;
39;3;01-04-98 03:12;30;M;educator;2139;306;Mrs. Brown(Her Majesty Mrs. Brown)(1997);01-janv-97;http://us.imdb.com/M/title-exact?Her+Majesty%2C+Mrs%2E+Brown+(1997);Drama-Romance;
40;4;04-03-98 19:55;20;F;other;2140;242;Kolya (1996);24-janv-97;http://us.imdb.com/M/title-exact?Kolya%20(1996);Comedy;
41;5;23-03-98 21:11;30;M;engineer;2146;238;Raising Arizona (1987);01-janv-87;http://us.imdb.com/M/title-exact?Raising%20Arizona%20(1987);Comedy;
42;3;03-12-97 00:07;20;M;administrator;1810;655;Stand by Me (1986);01-janv-86;http://us.imdb.com/M/title-exact?Stand%20by%20Me%20(1986);Adventure-Comedy-Drama;
43;4;04-01-98 23:26;40;M;sciencist;2143;393;Mrs. Doubtfire (1993);01-janv-93;http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993);Comedy;
44;3;01-11-97 01:24;10;F;programmer;1960;655;Stand by Me (1986);01-janv-86;http://us.imdb.com/M/title-exact?Stand%20by%20Me%20(1986);Adventure-Comedy-Drama;
45;4;01-12-97 21:25;50;F;sciencist;1960;111;Truth About Cats & Dogs(The(1996));26-Apr-1996;http://us.imdb.com/M/title-exact?Truth%20About%20Cats%20&%20Dogs%20The%20(1996);Comedy-Romance;
46;5;31-12-97 23:35;40;M;programmer;1915;286;English Patient The (1996);15-nov-96;http://us.imdb.com/M/title-exact?English%20Patient%20The%20(1996);Drama-Romance-War;
47;4;13-11-97 16:38;50;M;writer;2136;306;Mrs. Brown(Her Majesty Mrs. Brown)(1997);01-janv-97;http://us.imdb.com/M/title-exact?Her+Majesty%2C+Mrs%2E+Brown+(1997);Drama-Romance;
48;4;13-11-97 15:16;10;M;student;1960;306;Mrs. Brown(Her Majesty Mrs. Brown)(1997);01-janv-97;http://us.imdb.com/M/title-exact?Her+Majesty%2C+Mrs%2E+Brown+(1997);Drama-Romance;
49;4;21-02-98 13:46;50;M;engineer;2125;238;Raising Arizona (1987);01-janv-87;http://us.imdb.com/M/title-exact?Raising%20Arizona%20(1987);Comedy;
50;2;17-10-97 01:40;30;M;librarian;1810;286;English Patient The (1996);15-nov-96;http://us.imdb.com/M/title-exact?English%20Patient%20The%20(1996);Drama-Romance-War;
51;3;30-12-97 16:18;60;F;administrator;1960;655;Stand by Me (1986);01-janv-86;http://us.imdb.com/M/title-exact?Stand%20by%20Me%20(1986);Adventure-Comedy-Drama;
52;4;24-12-97 00:12;60;M;engineer;2125;111;Truth About Cats & Dogs(The(1996));26-Apr-1996;http://us.imdb.com/M/title-exact?Truth%20About%20Cats%20&%20Dogs%20The%20(1996);Comedy-Romance;
53;4;13-11-97 17:35;10;F;other;2139;25;Birdcage The (1996);08-mars-96;http://us.imdb.com/M/title-exact?Birdcage%20The%20(1996);Comedy;
54;4;01-12-97 00:35;20;M;other;1810;25;Birdcage The (1996);08-mars-96;http://us.imdb.com/M/title-exact?Birdcage%20The%20(1996);Comedy;
55;3;30-10-97 01:48;60;M;engineer;1970;257;Men in Black (1997);04-juil-97;http://us.imdb.com/M/title-exact?Men+in+Black+(1997);Action-Adventure-Comedy-Sci-Fi;
56;4;15-04-98 21:50;20;F;educator;1701;393;Mrs. Doubtfire (1993);01-janv-93;http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993);Comedy;
57;4;01-01-98 23:34;50;M;administrator;2138;111;Truth About Cats & Dogs(The(1996));26-Apr-1996;http://us.imdb.com/M/title-exact?Truth%20About%20Cats%20&%20Dogs%20The%20(1996);Comedy-Romance;
58;4;19-03-98 15:34;70;M;engineer;1945;381;Muriel's Wedding (1994);01-janv-94;http://us.imdb.com/M/title-exact?Muriel's%20Wedding%20(1994);Comedy-Romance;
59;2;23-02-98 03:48;70;M;administrator;2146;393;Mrs. Doubtfire (1993);01-janv-93;http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993);Comedy;
60;4;28-12-97 16:49;50;M;educator;1940;393;Mrs. Doubtfire (1993);01-janv-93;http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993);Comedy;
61;3;29-03-98 21:15;60;F;programmer;2139;269;Full Monty The (1997);01-janv-97;http://us.imdb.com/M/title-exact?Full+Monty%2C+The+(1997);Comedy;
62;3;12-11-97 22:57;20;M;executive;2113;655;Stand by Me (1986);01-janv-86;http://us.imdb.com/M/title-exact?Stand%20by%20Me%20(1986);Adventure-Comedy-Drama;
63;3;01-10-97 23:06;20;F;writer;2138;242;Kolya (1996);24-janv-97;http://us.imdb.com/M/title-exact?Kolya%20(1996);Comedy;
64;4;12-11-97 20:11;50;M;programmer;2140;381;Muriel's Wedding (1994);01-janv-94;http://us.imdb.com/M/title-exact?Muriel's%20Wedding%20(1994);Comedy-Romance;
65;4;11-11-97 03:11;10;F;engineer;1701;393;Mrs. Doubtfire (1993);01-janv-93;http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993);Comedy;
66;1;31-12-97 20:44;40;F;student;2136;286;English Patient The (1996);15-nov-96;http://us.imdb.com/M/title-exact?English%20Patient%20The%20(1996);Drama-Romance-War;
67;4;27-09-97 16:57;40;M;librarian;1701;25;Birdcage The (1996);08-mars-96;http://us.imdb.com/M/title-exact?Birdcage%20The%20(1996);Comedy;
68;3;16-10-97 03:57;10;F;educator;2110;111;Truth About Cats & Dogs(The(1996));26-Apr-1996;http://us.imdb.com/M/title-exact?Truth%20About%20Cats%20&%20Dogs%20The%20(1996);Comedy-Romance;
69;4;13-12-97 15:31;60;M;executive;1824;302;L.A. Confidential (1997);01-janv-97;http://us.imdb.com/M/title-exact?L%2EA%2E+Confidential+(1997);Crime-Film-Noir-Mystery-Thriller;
70;4;06-01-98 06:34;70;F;executive;2139;393;Mrs. Doubtfire (1993);01-janv-93;http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993);Comedy;
71;4;20-10-97 03:44;30;M;educator;2143;286;English Patient The (1996);15-nov-96;http://us.imdb.com/M/title-exact?English%20Patient%20The%20(1996);Drama-Romance-War;
72;5;20-11-97 14:55;10;M;other;2146;655;Stand by Me (1986);01-janv-86;http://us.imdb.com/M/title-exact?Stand%20by%20Me%20(1986);Adventure-Comedy-Drama;
73;4;01-03-98 22:43;50;M;programmer;1720;286;English Patient The (1996);15-nov-96;http://us.imdb.com/M/title-exact?English%20Patient%20The%20(1996);Drama-Romance-War;
74;5;24-02-98 15:13;40;M;executive;1915;340;Boogie Nights (1997);01-janv-97;http://us.imdb.com/M/title-exact?Boogie+Nights+(1997);Drama;
75;4;06-01-98 01:35;20;F;programmer;2113;111;Truth About Cats & Dogs(The(1996));26-Apr-1996;http://us.imdb.com/M/title-exact?Truth%20About%20Cats%20&%20Dogs%20The%20(1996);Comedy-Romance;
76;5;23-09-97 15:06;50;M;engineer;2110;286;English Patient The (1996);15-nov-96;http://us.imdb.com/M/title-exact?English%20Patient%20The%20(1996);Drama-Romance-War;
77;5;13-01-98 23:26;60;F;engineer;1940;238;Raising Arizona (1987);01-janv-87;http://us.imdb.com/M/title-exact?Raising%20Arizona%20(1987);Comedy;
78;3;15-11-97 22:43;40;F;student;2146;25;Birdcage The (1996);08-mars-96;http://us.imdb.com/M/title-exact?Birdcage%20The%20(1996);Comedy;
79;5;30-03-98 15:25;70;F;administrator;1970;251;Shall We Dance? (1996);11-juil-97;http://us.imdb.com/M/title-exact?Shall%20we%20DANSU%3F%20%281996%29;Comedy;
80;3;31-12-97 21:50;70;F;librarian;2110;269;Full Monty The (1997);01-janv-97;http://us.imdb.com/M/title-exact?Full+Monty%2C+The+(1997);Comedy;
81;3;11-10-97 01:42;60;M;librarian;1810;111;Truth About Cats & Dogs(The(1996));26-Apr-1996;http://us.imdb.com/M/title-exact?Truth%20About%20Cats%20&%20Dogs%20The%20(1996);Comedy-Romance;
82;3;05-11-97 22:36;70;M;student;2113;238;Raising Arizona (1987);01-janv-87;http://us.imdb.com/M/title-exact?Raising%20Arizona%20(1987);Comedy;
83;5;16-02-98 21:43;10;F;sciencist;1970;393;Mrs. Doubtfire (1993);01-janv-93;http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993);Comedy;
84;4;30-12-97 03:38;60;M;programmer;2113;111;Truth About Cats & Dogs(The(1996));26-Apr-1996;http://us.imdb.com/M/title-exact?Truth%20About%20Cats%20&%20Dogs%20The%20(1996);Comedy-Romance;
85;4;18-11-97 04:56;10;M;administrator;2125;393;Mrs. Doubtfire (1993);01-janv-93;http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993);Comedy;
86;4;15-11-97 04:51;70;F;librarian;1701;242;Kolya (1996);24-janv-97;http://us.imdb.com/M/title-exact?Kolya%20(1996);Comedy;
87;4;18-11-97 18:11;20;F;programmer;2139;393;Mrs. Doubtfire (1993);01-janv-93;http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993);Comedy;
88;5;27-03-98 22:18;60;M;executive;2139;286;English Patient The (1996);15-nov-96;http://us.imdb.com/M/title-exact?English%20Patient%20The%20(1996);Drama-Romance-War;
89;4;13-11-97 22:26;70;M;student;1810;381;Muriel's Wedding (1994);01-janv-94;http://us.imdb.com/M/title-exact?Muriel's%20Wedding%20(1994);Comedy-Romance;
90;4;31-03-98 22:11;70;M;educator;1754;242;Kolya (1996);24-janv-97;http://us.imdb.com/M/title-exact?Kolya%20(1996);Comedy;
91;4;01-04-98 13:46;50;M;librarian;2140;322;Murder at 1600 (1997);18-Apr-1997;http://us.imdb.com/M/title-exact?Murder%20at%201600%20(1997);Mystery-Thriller;
92;3;30-09-97 23:01;40;F;programmer;1915;393;Mrs. Doubtfire (1993);01-janv-93;http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993);Comedy;
93;4;28-02-98 22:35;20;F;administrator;2139;845;That Thing You Do! (1996);28-sept-96;http://us.imdb.com/M/title-exact?That%20Thing%20You%20Do!%20(1996);Comedy;
94;3;04-04-98 20:28;70;M;writer;2140;393;Mrs. Doubtfire (1993);01-janv-93;http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993);Comedy;
95;5;26-11-97 19:14;20;F;administrator;2146;393;Mrs. Doubtfire (1993);01-janv-93;http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993);Comedy;
96;4;10-01-98 03:34;50;F;administrator;2125;238;Raising Arizona (1987);01-janv-87;http://us.imdb.com/M/title-exact?Raising%20Arizona%20(1987);Comedy;
97;5;08-01-98 05:54;10;M;librarian;1913;655;Stand by Me (1986);01-janv-86;http://us.imdb.com/M/title-exact?Stand%20by%20Me%20(1986);Adventure-Comedy-Drama;
98;3;25-11-97 23:01;70;F;administrator;2138;655;Stand by Me (1986);01-janv-86;http://us.imdb.com/M/title-exact?Stand%20by%20Me%20(1986);Adventure-Comedy-Drama;
99;4;24-01-98 22:23;50;M;executive;1940;238;Raising Arizona (1987);01-janv-87;http://us.imdb.com/M/title-exact?Raising%20Arizona%20(1987);Comedy;
100;3;31-03-98 20:20;60;M;educator;2143;286;English Patient The (1996);15-nov-96;http://us.imdb.com/M/title-exact?English%20Patient%20The%20(1996);Drama-Romance-War;
101;2;18-10-97 01:04;30;F;other;1940;111;Truth About Cats & Dogs(The(1996));26-Apr-1996;http://us.imdb.com/M/title-exact?Truth%20About%20Cats%20&%20Dogs%20The%20(1996);Comedy-Romance;
102;3;19-04-98 13:41;70;M;writer;1913;393;Mrs. Doubtfire (1993);01-janv-93;http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993);Comedy;
103;3;24-11-97 23:58;20;F;administrator;2139;257;Men in Black (1997);04-juil-97;http://us.imdb.com/M/title-exact?Men+in+Black+(1997);Action-Adventure-Comedy-Sci-Fi;
104;1;26-02-98 04:01;60;M;sciencist;1960;111;Truth About Cats & Dogs(The(1996));26-Apr-1996;http://us.imdb.com/M/title-exact?Truth%20About%20Cats%20&%20Dogs%20The%20(1996);Comedy-Romance;
105;4;06-03-98 19:58;30;F;other;2136;286;English Patient The (1996);15-nov-96;http://us.imdb.com/M/title-exact?English%20Patient%20The%20(1996);Drama-Romance-War;
106;4;06-12-97 23:30;10;M;other;1824;25;Birdcage The (1996);08-mars-96;http://us.imdb.com/M/title-exact?Birdcage%20The%20(1996);Comedy;
107;2;30-03-98 13:24;60;F;administrator;2136;286;English Patient The (1996);15-nov-96;http://us.imdb.com/M/title-exact?English%20Patient%20The%20(1996);Drama-Romance-War;
108;3;18-11-97 19:03;40;F;librarian;1915;13;Mighty Aphrodite (1995);30-oct-95;http://us.imdb.com/M/title-exact?Mighty%20Aphrodite%20(1995);Comedy;
109;4;26-11-97 21:20;10;M;student;1754;393;Mrs. Doubtfire (1993);01-janv-93;http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993);Comedy;
110;3;09-02-98 01:56;30;M;student;1915;393;Mrs. Doubtfire (1993);01-janv-93;http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993);Comedy;
111;4;04-04-98 08:51;40;F;programmer;1940;242;Kolya (1996);24-janv-97;http://us.imdb.com/M/title-exact?Kolya%20(1996);Comedy;
112;5;30-03-98 23:16;70;M;librarian;2125;306;Mrs. Brown(Her Majesty Mrs. Brown)(1997);01-janv-97;http://us.imdb.com/M/title-exact?Her+Majesty%2C+Mrs%2E+Brown+(1997);Drama-Romance;
113;2;24-09-97 04:38;60;M;engineer;1701;242;Kolya (1996);24-janv-97;http://us.imdb.com/M/title-exact?Kolya%20(1996);Comedy;
114;3;04-12-97 18:35;70;M;student;2113;655;Stand by Me (1986);01-janv-86;http://us.imdb.com/M/title-exact?Stand%20by%20Me%20(1986);Adventure-Comedy-Drama;
115;5;03-12-97 17:59;60;M;programmer;2139;8;Babe (1995);01-janv-95;http://us.imdb.com/M/title-exact?Babe%20(1995);Children's-Comedy-Drama;
116;4;01-02-98 05:12;20;M;librarian;2110;655;Stand by Me (1986);01-janv-86;http://us.imdb.com/M/title-exact?Stand%20by%20Me%20(1986);Adventure-Comedy-Drama;
117;4;01-12-97 20:51;50;F;programmer;1970;25;Birdcage The (1996);08-mars-96;http://us.imdb.com/M/title-exact?Birdcage%20The%20(1996);Comedy;
118;5;27-09-97 18:32;40;M;programmer;1810;655;Stand by Me (1986);01-janv-86;http://us.imdb.com/M/title-exact?Stand%20by%20Me%20(1986);Adventure-Comedy-Drama;
119;5;20-09-97 18:53;10;M;writer;2110;655;Stand by Me (1986);01-janv-86;http://us.imdb.com/M/title-exact?Stand%20by%20Me%20(1986);Adventure-Comedy-Drama;
120;5;10-03-98 00:39;70;F;programmer;2110;25;Birdcage The (1996);08-mars-96;http://us.imdb.com/M/title-exact?Birdcage%20The%20(1996);Comedy;
121;5;01-04-98 00:25;60;F;administrator;1915;25;Birdcage The (1996);08-mars-96;http://us.imdb.com/M/title-exact?Birdcage%20The%20(1996);Comedy;
122;5;11-11-97 17:50;20;F;librarian;1940;70;Four Weddings and a Funeral (1994);01-janv-94;http://us.imdb.com/M/title-exact?Four%20Weddings%20and%20a%20Funeral%20(1994);Comedy-Romance;
123;5;17-11-97 23:24;70;M;engineer;1940;242;Kolya (1996);24-janv-97;http://us.imdb.com/M/title-exact?Kolya%20(1996);Comedy;
124;2;19-03-98 06:08;20;M;executive;1945;173;Princess Bride The (1987);01-janv-87;http://us.imdb.com/M/title-exact?Princess%20Bride%20The%20(1987);Action-Adventure-Comedy-Romance;
125;4;13-11-97 21:07;60;M;programmer;1970;393;Mrs. Doubtfire (1993);01-janv-93;http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993);Comedy;
126;3;19-02-98 01:57;40;M;administrator;1913;286;English Patient The (1996);15-nov-96;http://us.imdb.com/M/title-exact?English%20Patient%20The%20(1996);Drama-Romance-War;
127;1;09-01-98 16:48;60;F;other;2139;286;English Patient The (1996);15-nov-96;http://us.imdb.com/M/title-exact?English%20Patient%20The%20(1996);Drama-Romance-War;
128;4;19-11-97 19:52;10;F;educator;2125;393;Mrs. Doubtfire (1993);01-janv-93;http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993);Comedy;
129;4;27-12-97 17:32;10;M;programmer;1754;242;Kolya (1996);24-janv-97;http://us.imdb.com/M/title-exact?Kolya%20(1996);Comedy;
130;5;07-10-97 19:27;40;F;writer;2113;393;Mrs. Doubtfire (1993);01-janv-93;http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993);Comedy;
131;5;01-01-98 19:08;40;F;engineer;2110;242;Kolya (1996);24-janv-97;http://us.imdb.com/M/title-exact?Kolya%20(1996);Comedy;
132;4;30-03-98 17:29;40;M;executive;2110;251;Shall We Dance? (1996);11-juil-97;http://us.imdb.com/M/title-exact?Shall%20we%20DANSU%3F%20%281996%29;Comedy;
133;4;22-03-98 17:43;10;M;student;2113;306;Mrs. Brown(Her Majesty Mrs. Brown)(1997);01-janv-97;http://us.imdb.com/M/title-exact?Her+Majesty%2C+Mrs%2E+Brown+(1997);Drama-Romance;
134;3;04-04-98 23:25;70;M;student;1915;286;English Patient The (1996);15-nov-96;http://us.imdb.com/M/title-exact?English%20Patient%20The%20(1996);Drama-Romance-War;
135;4;18-11-97 12:55;50;M;writer;1824;173;Princess Bride The (1987);01-janv-87;http://us.imdb.com/M/title-exact?Princess%20Bride%20The%20(1987);Action-Adventure-Comedy-Romance;
136;5;21-12-97 08:33;20;M;librarian;2143;286;English Patient The (1996);15-nov-96;http://us.imdb.com/M/title-exact?English%20Patient%20The%20(1996);Drama-Romance-War;
137;5;06-12-97 18:30;10;M;administrator;2113;257;Men in Black (1997);04-juil-97;http://us.imdb.com/M/title-exact?Men+in+Black+(1997);Action-Adventure-Comedy-Sci-Fi;
138;5;08-11-97 21:26;60;M;other;1940;238;Raising Arizona (1987);01-janv-87;http://us.imdb.com/M/title-exact?Raising%20Arizona%20(1987);Comedy;
139;3;14-11-97 20:04;10;M;writer;1915;242;Kolya (1996);24-janv-97;http://us.imdb.com/M/title-exact?Kolya%20(1996);Comedy;
140;5;08-11-97 18:26;40;F;engineer;2138;286;English Patient The (1996);15-nov-96;http://us.imdb.com/M/title-exact?English%20Patient%20The%20(1996);Drama-Romance-War;
141;5;12-01-98 06:05;60;M;writer;2110;25;Birdcage The (1996);08-mars-96;http://us.imdb.com/M/title-exact?Birdcage%20The%20(1996);Comedy;
142;2;28-02-98 04:27;50;M;administrator;2136;322;Murder at 1600 (1997);18-Apr-1997;http://us.imdb.com/M/title-exact?Murder%20at%201600%20(1997);Mystery-Thriller;
143;2;25-02-98 11:53;50;F;programmer;1824;286;English Patient The (1996);15-nov-96;http://us.imdb.com/M/title-exact?English%20Patient%20The%20(1996);Drama-Romance-War;
144;4;21-02-98 23:24;20;F;sciencist;2138;242;Kolya (1996);24-janv-97;http://us.imdb.com/M/title-exact?Kolya%20(1996);Comedy;
145;5;26-09-97 10:29;30;M;student;2138;242;Kolya (1996);24-janv-97;http://us.imdb.com/M/title-exact?Kolya%20(1996);Comedy;
146;3;01-04-98 19:04;40;F;administrator;2146;286;English Patient The (1996);15-nov-96;http://us.imdb.com/M/title-exact?English%20Patient%20The%20(1996);Drama-Romance-War;
147;5;23-01-98 22:20;30;M;sciencist;1810;286;English Patient The (1996);15-nov-96;http://us.imdb.com/M/title-exact?English%20Patient%20The%20(1996);Drama-Romance-War;
148;4;21-10-97 01:49;50;M;student;1824;238;Raising Arizona (1987);01-janv-87;http://us.imdb.com/M/title-exact?Raising%20Arizona%20(1987);Comedy;
149;5;30-12-97 20:09;70;M;writer;1720;286;English Patient The (1996);15-nov-96;http://us.imdb.com/M/title-exact?English%20Patient%20The%20(1996);Drama-Romance-War;
150;4;05-11-97 16:21;10;F;programmer;2136;13;Mighty Aphrodite (1995);30-oct-95;http://us.imdb.com/M/title-exact?Mighty%20Aphrodite%20(1995);Comedy;
151;2;14-11-97 17:31;40;F;administrator;2136;393;Mrs. Doubtfire (1993);01-janv-93;http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993);Comedy;
152;5;05-01-98 16:40;30;F;librarian;2125;393;Mrs. Doubtfire (1993);01-janv-93;http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993);Comedy;
153;3;06-12-97 01:15;70;M;administrator;1915;322;Murder at 1600 (1997);18-Apr-1997;http://us.imdb.com/M/title-exact?Murder%20at%201600%20(1997);Mystery-Thriller;
154;3;10-11-97 05:03;10;M;educator;2136;242;Kolya (1996);24-janv-97;http://us.imdb.com/M/title-exact?Kolya%20(1996);Comedy;
155;5;12-11-97 21:45;10;F;educator;2113;306;Mrs. Brown(Her Majesty Mrs. Brown)(1997);01-janv-97;http://us.imdb.com/M/title-exact?Her+Majesty%2C+Mrs%2E+Brown+(1997);Drama-Romance;
156;3;22-02-98 22:14;20;F;other;2146;655;Stand by Me (1986);01-janv-86;http://us.imdb.com/M/title-exact?Stand%20by%20Me%20(1986);Adventure-Comedy-Drama;
