,user_id,rating,timestamp,age,gender,occupation,zip_code,movie_id,movie_title,release_date,IMDb_URL,movie_type,Unnamed: 12
25,239,5,06-03-98 10:01,39,M,audiovisuel,95628,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
26,111,4,04-04-98 08:51,57,M,science,90630,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
27,129,4,27-12-97 17:32,36,F,commerce,07039,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
28,131,5,01-01-98 19:08,59,F,litteraire,15237,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
29,226,5,04-01-98 04:37,28,M,education,92103,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
30,306,5,10-10-97 17:16,45,M,autre,73132,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
31,173,5,22-10-97 21:43,56,M,autre,22306,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
32,2,5,27-02-98 04:01,53,F,autre,94043,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
33,205,4,24-02-98 01:38,47,M,litteraire,06371,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
34,195,4,10-11-97 06:06,42,M,science,93555,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
35,199,5,02-01-98 23:08,30,M,litteraire,17604,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
36,202,3,17-11-97 00:25,41,F,education,60201,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
37,206,3,22-02-98 20:40,14,F,education,53115,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
38,35,2,28-09-97 15:06,20,F,autre,42459,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
39,34,5,27-02-98 17:47,38,F,litteraire,42141,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
40,204,5,12-04-98 13:48,52,F,litteraire,10960,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
41,30,5,27-01-98 22:45,7,M,education,55436,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
42,209,4,31-12-97 17:33,33,F,education,85710,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
43,9,4,08-02-98 17:25,29,M,education,01002,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
44,12,5,19-11-97 17:33,28,F,autre,06405,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
45,40,4,04-03-98 19:55,38,M,science,27514,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
46,331,4,18-10-97 17:34,33,M,audiovisuel,91344,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
47,86,4,15-11-97 04:51,26,M,litteraire,46005,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
48,139,3,14-11-97 20:04,20,M,education,08904,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
49,309,4,20-10-97 17:58,40,M,science,70802,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
50,354,5,29-03-98 14:06,29,F,litteraire,48197,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
51,360,4,24-11-97 06:40,51,M,autre,98027,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
52,355,4,14-11-97 05:48,25,M,education,60135,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
53,416,4,02-03-98 06:14,20,F,education,92626,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
54,408,4,12-03-98 05:19,23,M,education,61755,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
55,417,3,16-11-97 02:06,27,F,autre,48103,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
56,428,4,27-01-98 23:27,28,M,education,55414,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
57,440,5,02-04-98 19:49,30,M,autre,48076,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
58,439,5,23-12-97 15:53,23,F,litteraire,20817,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
59,451,1,08-11-97 18:14,16,M,education,48446,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
60,460,4,23-12-97 21:00,44,F,autre,60630,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
61,461,3,21-01-98 04:08,15,M,education,98102,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
62,463,2,15-03-98 04:20,48,F,sante,75218,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
63,473,3,29-10-97 20:27,29,M,education,94708,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
64,486,4,18-11-97 17:26,39,M,education,93101,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
65,492,5,19-11-97 20:04,57,M,education,94618,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
66,497,1,05-11-97 19:49,20,M,education,50112,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
67,500,3,07-04-98 02:41,28,M,litteraire,94305,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
68,523,5,02-01-98 00:04,50,F,litteraire,04102,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
69,520,5,19-01-98 00:13,62,M,sante,12603,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
70,532,4,02-03-98 05:48,20,M,education,92705,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
71,485,5,27-03-98 23:13,44,F,education,95821,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
72,533,4,13-01-98 13:28,43,M,litteraire,02324,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
73,537,3,28-01-98 23:01,36,M,science,22902,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
74,539,5,17-11-97 17:29,53,F,litteraire,80303,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
75,566,5,09-12-97 06:34,20,M,education,14627,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
76,574,5,30-03-98 17:27,56,M,education,53188,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
77,568,4,26-10-97 22:55,39,M,education,01915,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
78,592,5,20-12-97 08:41,18,M,education,97520,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
79,594,4,04-10-97 20:31,46,M,education,M4J2K,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
80,597,4,27-09-97 05:43,23,M,autre,84116,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
81,617,3,03-01-98 00:48,27,F,litteraire,11201,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
82,624,4,07-04-98 14:57,19,M,education,30067,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
83,628,5,29-11-97 04:18,13,M,autre,94306,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
84,639,4,30-03-98 06:15,42,F,litteraire,12065,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
85,651,5,21-11-97 15:33,65,M,autre,02903,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
86,655,4,14-02-98 02:53,50,F,sante,60657,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
87,641,5,12-11-97 21:31,24,M,education,60626,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
88,673,4,01-03-98 21:25,51,M,education,22906,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
89,697,5,20-12-97 12:38,25,M,autre,77042,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
90,680,4,14-10-97 07:59,33,M,litteraire,90405,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
91,707,4,13-11-97 16:38,56,F,litteraire,19146,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
92,695,5,02-03-98 02:30,26,M,litteraire,38115,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
93,675,4,10-03-98 00:08,34,M,autre,28814,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
94,721,3,18-10-97 01:19,24,F,audiovisuel,11238,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
95,724,1,02-01-98 16:24,31,M,autre,40243,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
96,720,4,30-03-98 12:56,49,F,litteraire,16506,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
97,743,4,04-12-97 23:14,31,M,science,92660,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
98,733,4,14-11-97 19:16,44,F,autre,60630,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
99,740,4,14-11-97 15:59,25,F,education,22206,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
100,735,5,12-10-97 23:06,29,F,sante,85719,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
101,758,3,27-11-97 23:10,27,M,education,53706,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
102,753,4,01-04-98 02:57,56,M,commerce,91206,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
103,767,4,01-04-98 20:30,70,M,science,06437,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
104,771,4,27-11-97 19:33,26,M,education,15232,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
105,765,5,24-11-97 04:31,31,M,education,33066,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
106,794,5,27-03-98 21:29,32,M,education,57197,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
107,803,5,20-11-97 19:36,70,M,litteraire,78212,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
108,845,4,21-01-98 19:04,64,M,sante,97405,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
109,863,4,07-03-98 16:52,17,M,education,60089,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
110,861,5,04-12-97 22:28,38,F,education,14085,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
111,871,3,23-02-98 00:14,31,M,autre,44648,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
112,866,3,30-03-98 01:26,45,M,autre,60302,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
113,869,2,11-01-98 03:41,30,M,education,10025,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
114,894,4,18-11-97 23:34,47,M,education,74075,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
115,898,4,24-02-98 04:27,23,M,autre,61755,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
116,937,3,13-10-97 17:03,48,M,education,98072,242,Kolya (1996),24-janv-97,http://us.imdb.com/M/title-exact?Kolya%20(1996),Comedy,
117,22,4,07-11-97 07:16,25,M,litteraire,40206,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
118,244,3,27-11-97 05:09,28,M,autre,80525,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
119,298,4,07-01-98 14:24,44,M,autre,01581,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
120,286,4,22-10-97 15:34,27,M,education,15217,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
121,200,4,06-01-98 23:30,40,M,science,93402,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
122,210,3,27-03-98 21:58,39,M,science,03060,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
123,303,4,14-11-97 05:23,19,M,education,14853,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
124,194,2,14-11-97 16:13,38,M,litteraire,02154,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
125,291,3,24-09-97 07:30,19,M,education,44106,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
126,299,2,10-03-98 04:18,29,M,sante,63108,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
127,308,4,17-02-98 18:32,60,M,autre,95076,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
128,95,5,26-11-97 19:14,31,M,litteraire,10707,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
129,38,5,13-04-98 01:18,28,F,autre,54467,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
130,102,3,19-04-98 13:41,38,M,science,30220,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
131,301,3,14-12-97 05:52,24,M,education,55439,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
132,290,3,25-11-97 16:26,40,M,science,93550,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
133,276,4,20-09-97 21:48,21,M,education,95064,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
134,7,4,31-03-98 13:47,57,M,litteraire,91344,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
135,246,3,16-01-98 03:50,19,M,education,28734,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
136,59,2,23-02-98 03:48,49,M,education,08403,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
137,87,4,18-11-97 18:11,47,M,litteraire,89503,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
138,60,4,28-12-97 16:49,50,M,sante,06472,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
139,92,3,30-09-97 23:01,32,M,audiovisuel,80525,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
140,254,3,03-02-98 02:38,44,M,education,42647,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
141,293,3,03-03-98 06:35,24,M,litteraire,60804,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
142,222,4,30-10-97 04:00,29,M,science,27502,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
143,267,3,08-11-97 07:18,23,M,science,83716,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
144,11,4,06-04-98 23:27,39,F,autre,30329,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
145,110,3,09-02-98 01:56,19,M,education,77840,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
146,94,3,04-04-98 20:28,26,M,education,71457,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
147,128,4,19-11-97 19:52,24,F,commerce,20009,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
148,262,2,17-11-97 19:15,19,F,education,78264,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
149,174,4,03-02-98 14:07,30,F,litteraire,52302,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
150,43,4,04-01-98 23:26,29,F,litteraire,20854,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
151,269,1,01-04-98 17:17,31,F,litteraire,43201,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
152,85,4,18-11-97 04:56,51,M,education,20003,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
153,213,3,08-11-97 02:26,33,M,autre,55345,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
154,5,2,30-09-97 16:17,33,F,autre,15213,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
155,130,5,07-10-97 19:27,20,M,autre,60115,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
156,56,4,15-04-98 21:50,25,M,litteraire,46260,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
157,125,4,13-11-97 21:07,30,M,litteraire,22202,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
158,83,5,16-02-98 21:43,40,M,autre,44133,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
159,151,2,14-11-97 17:31,38,F,litteraire,48103,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
160,70,4,06-01-98 06:34,27,M,science,60067,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
161,307,3,17-10-97 21:17,25,M,education,55454,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
162,193,4,05-03-98 19:40,29,M,education,49931,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
163,275,3,23-11-97 19:52,38,M,science,92064,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
164,184,4,14-03-98 21:09,37,M,litteraire,76013,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
165,109,4,26-11-97 21:20,29,M,autre,55423,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
166,65,4,11-11-97 03:11,51,F,education,48118,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
167,230,3,25-11-97 19:11,28,F,education,14476,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
168,280,4,04-04-98 15:05,30,F,litteraire,22903,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
169,152,5,05-01-98 16:40,33,F,education,68767,393,Mrs. Doubtfire (1993),01-janv-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Comedy,
